sample_id,description,serotype,genotype,country,year,host,genome_length,is_complete,location,lineage,data_source
KX621248.1,"Dengue virus type 2 isolate 2015-CZ-23, complete genome",DENV-2,,,2015,Homo sapiens,10681.0,True,,,legacy
KX621247.1,"Dengue virus type 2 isolate 2015-CZ-17, complete genome",DENV-2,,,2015,Homo sapiens,10681.0,True,,,legacy
KX621246.1,"Dengue virus type 2 isolate 2015-CZ-7, complete genome",DENV-2,,,2015,Homo sapiens,10681.0,True,,,legacy
KX621245.1,"Dengue virus type 2 isolate 2015-CZ-5, complete genome",DENV-2,,,2015,Homo sapiens,10681.0,True,,,legacy
KX459392.1,"Dengue virus type 1 isolate GZ8_81/S/Panyu/2014/DEV1, complete genome",DENV-1,,,2014,Homo sapiens,10673.0,True,,,legacy
KX459391.1,"Dengue virus type 1 isolate GZ8_50/S/Zengcheng/2014/DEV1, complete genome",DENV-1,,,2014,Homo sapiens,10623.0,True,,,legacy
KX459390.1,"Dengue virus type 1 isolate GZ8_48/S/Yuexiu/2014/DEV1, complete genome",DENV-1,,,2014,Homo sapiens,10668.0,True,,,legacy
KX459389.1,"Dengue virus type 1 isolate GZ8_44/S/Tianhe/2014/DEV1, complete genome",DENV-1,,,2014,Homo sapiens,10664.0,True,,,legacy
KX459388.1,"Dengue virus type 1 isolate Gz-7/M/GZ/2014/DEV1, complete genome",DENV-1,,,2014,Homo sapiens,10666.0,True,,,legacy
KX459387.1,"Dengue virus type 1 isolate GZ-6/M/GZ/2014/DEV1, complete genome",DENV-1,,,2014,Homo sapiens,10670.0,True,,,legacy
KX459386.1,"Dengue virus type 1 isolate Gz-2/M/GZ/2014/DEV1, complete genome",DENV-1,,,2014,Homo sapiens,10666.0,True,,,legacy
KY415992.1,"Dengue virus type 2 strain Homo sapiens/Haiti-0078/2014, complete genome",DENV-2,,,2014,Homo sapiens,10724.0,True,,,legacy
KU509288.1,"Dengue virus type 4 strain DENV4-61120, complete genome",DENV-4,,,2010,Homo sapiens,10500.0,True,,,legacy
KU509287.1,"Dengue virus type 4 strain DENV4-3274, complete genome",DENV-4,,,2009,Homo sapiens,10505.0,True,,,legacy
KU509286.1,"Dengue virus type 3 strain DENV3-9468, complete genome",DENV-3,,,2011,Homo sapiens,10493.0,True,,,legacy
KU509285.1,"Dengue virus type 3 strain DENV3-8561, complete genome",DENV-3,,,2010,Homo sapiens,10492.0,True,,,legacy
KU509284.1,"Dengue virus type 3 strain DENV3-3847, complete genome",DENV-3,,,2008,Homo sapiens,10490.0,True,,,legacy
KU509283.1,"Dengue virus type 3 strain DENV3-3404, complete genome",DENV-3,,,2006,Homo sapiens,10336.0,True,,,legacy
KU509282.1,"Dengue virus type 3 strain DENV3-3140, complete genome",DENV-3,,,2009,Homo sapiens,10568.0,True,,,legacy
KU509281.1,"Dengue virus type 3 strain DENV3-2994, complete genome",DENV-3,,,2009,Homo sapiens,10259.0,True,,,legacy
KU509280.1,"Dengue virus type 3 strain DENV3-1631, complete genome",DENV-3,,,2011,Homo sapiens,10261.0,True,,,legacy
KU509279.1,"Dengue virus type 3 strain DENV3-632, complete genome",DENV-3,,,2008,Homo sapiens,10312.0,True,,,legacy
KU509278.1,"Dengue virus type 3 strain DENV3-254, complete genome",DENV-3,,,2007,Homo sapiens,10270.0,True,,,legacy
KU509277.1,"Dengue virus type 2 strain DENV2-14706, complete genome",DENV-2,,,2010,Homo sapiens,10551.0,True,,,legacy
KU509276.1,"Dengue virus type 2 strain DENV2-3850, complete genome",DENV-2,,,2008,Homo sapiens,10395.0,True,,,legacy
KU509275.1,"Dengue virus type 2 strain DENV2-3849, complete genome",DENV-2,,,2008,Homo sapiens,10455.0,True,,,legacy
KU509274.1,"Dengue virus type 2 strain DENV2-3519, complete genome",DENV-2,,,2010,Homo sapiens,10540.0,True,,,legacy
KU509273.1,"Dengue virus type 2 strain DENV2-3229, complete genome",DENV-2,,,2011,Homo sapiens,10543.0,True,,,legacy
KU509272.1,"Dengue virus type 2 strain DENV2-1365, complete genome",DENV-2,,,2009,Homo sapiens,10262.0,True,,,legacy
KU509271.1,"Dengue virus type 2 strain DENV2-2627, complete genome",DENV-2,,,2006,Homo sapiens,10546.0,True,,,legacy
KU509270.1,"Dengue virus type 2 strain DENV2-979, complete genome",DENV-2,,,2012,Homo sapiens,10536.0,True,,,legacy
KU509269.1,"Dengue virus type 2 strain DENV2-973, complete genome",DENV-2,,,2009,Homo sapiens,10557.0,True,,,legacy
KU509267.1,"Dengue virus type 2 strain DENV2-30, complete genome",DENV-2,,,2010,Homo sapiens,10567.0,True,,,legacy
KU509266.1,"Dengue virus type 1 strain DENV1-18805, complete genome",DENV-1,,,2012,Homo sapiens,10665.0,True,,,legacy
KU509265.1,"Dengue virus type 1 strain DENV1-18439, complete genome",DENV-1,,,2012,Homo sapiens,10593.0,True,,,legacy
KU509264.1,"Dengue virus type 1 strain DENV1-18037, complete genome",DENV-1,,,2010,Homo sapiens,10246.0,True,,,legacy
KU509263.1,"Dengue virus type 1 strain DENV1-18014, complete genome",DENV-1,,,2012,Homo sapiens,10375.0,True,,,legacy
KU509262.1,"Dengue virus type 1 strain DENV1-3845, complete genome",DENV-1,,,2008,Homo sapiens,10586.0,True,,,legacy
KU509261.1,"Dengue virus type 1 strain DENV1-3746, complete genome",DENV-1,,,2010,Homo sapiens,10583.0,True,,,legacy
KU509260.1,"Dengue virus type 1 strain DENV1-3616, complete genome",DENV-1,,,2008,Homo sapiens,10378.0,True,,,legacy
KU509259.1,"Dengue virus type 1 strain DENV1-2878, complete genome",DENV-1,,,2008,Homo sapiens,10580.0,True,,,legacy
KU509258.1,"Dengue virus type 1 strain DENV1-2522, complete genome",DENV-1,,,2010,Homo sapiens,10377.0,True,,,legacy
KU509257.1,"Dengue virus type 1 strain DENV1-1990, complete genome",DENV-1,,,2008,Homo sapiens,10586.0,True,,,legacy
KU509256.1,"Dengue virus type 1 strain DENV1-384, complete genome",DENV-1,,,2009,Homo sapiens,10579.0,True,,,legacy
KU509255.1,"Dengue virus type 1 strain DENV1-16687, complete genome",DENV-1,,,2011,Homo sapiens,10335.0,True,,,legacy
KU509254.1,"Dengue virus type 1 strain DENV1-10429, complete genome",DENV-1,,,2011,Homo sapiens,10569.0,True,,,legacy
KU509253.1,"Dengue virus type 1 strain DENV1-8356, complete genome",DENV-1,,,2010,Homo sapiens,10624.0,True,,,legacy
KU509252.1,"Dengue virus type 1 strain DENV1-4876, complete genome",DENV-1,,,2010,Homo sapiens,10554.0,True,,,legacy
KU509251.1,"Dengue virus type 1 strain DENV1-3852, complete genome",DENV-1,,,2008,Homo sapiens,10290.0,True,,,legacy
KU509250.1,"Dengue virus type 1 strain DENV1-17461, complete genome",DENV-1,,,2012,Homo sapiens,10567.0,True,,,legacy
KU509249.1,"Dengue virus type 1 strain DENV1-17388, complete genome",DENV-1,,,2012,Homo sapiens,10582.0,True,,,legacy
KT424097.1,"Dengue virus type 3 isolate Pythium, complete genome",DENV-3,,,2014,Pythium insidiosum,10681.0,True,,,legacy
KX225493.1,"Dengue virus type 1 isolate GZ-12/M/GZ/2014/DEV1, complete genome",DENV-1,,,2015,Homo sapiens,10691.0,True,,,legacy
KX225492.1,"Dengue virus type 1 isolate GZ-11/M/GZ/2014/DEV1, complete genome",DENV-1,,,2015,Homo sapiens,10691.0,True,,,legacy
KX225491.1,"Dengue virus type 1 isolate GZ8_A3795/M/GZ/2006/DEV1, complete genome",DENV-1,,,2015,Homo sapiens,10688.0,True,,,legacy
KX225490.1,"Dengue virus type 1 isolate GZ8_67/S/Baiyun/2013/DEV1, complete genome",DENV-1,,,2015,Homo sapiens,10676.0,True,,,legacy
KX225489.1,"Dengue virus type 1 isolate GZ8_63/S/Liwan/2013/DEV1, complete genome",DENV-1,,,2015,Homo sapiens,10678.0,True,,,legacy
KX225488.1,"Dengue virus type 1 isolate GZ8_59/S/Dongshan/2013/DEV1, complete genome",DENV-1,,,2015,Homo sapiens,10692.0,True,,,legacy
KX225487.1,"Dengue virus type 1 isolate GZ8_53/S/Liwan/2013/DEV1, complete genome",DENV-1,,,2015,Homo sapiens,10618.0,True,,,legacy
KX225486.1,"Dengue virus type 2 isolate GZ8_19/S/Haizhu/2014/DEV2, complete genome",DENV-2,,,2015,Homo sapiens,10631.0,True,,,legacy
KX225485.1,"Dengue virus type 2 isolate GZ8_13/S/Yuexiu/2014/DEV2, complete genome",DENV-2,,,2015,Homo sapiens,10668.0,True,,,legacy
KX225484.1,"Dengue virus type 1 isolate GZ8_9/S/Yuexiu/2014/DEV1, complete genome",DENV-1,,,2015,Homo sapiens,10692.0,True,,,legacy
KX225483.1,"Dengue virus type 1 isolate GZ8_2/S/Yuexiu/2014/DEV1, complete genome",DENV-1,,,2015,Homo sapiens,10651.0,True,,,legacy
KX620455.1,"Dengue virus type 1 isolate Sz-25/M/SZ/2014/DEV1, complete genome",DENV-1,,,2014,Homo sapiens,10687.0,True,,,legacy
KX620454.1,"Dengue virus type 1 isolate Sz-9/M/SZ/2014/DEV1, complete genome",DENV-1,,,2014,Homo sapiens,10443.0,True,,,legacy
KX620453.1,"Dengue virus type 1 isolate Sz-8/M/SZ/2014/DEV1, complete genome",DENV-1,,,2014,Homo sapiens,10667.0,True,,,legacy
KX620452.1,"Dengue virus type 1 isolate Sz-1/M/SZ/2014/DEV1, complete genome",DENV-1,,,2014,Homo sapiens,10666.0,True,,,legacy
KX620451.1,"Dengue virus type 1 isolate LRY-N/M/SZ/2014/DEV1, complete genome",DENV-1,,,2014,Homo sapiens,10670.0,True,,,legacy
KX702403.1,"Dengue virus type 2 strain Dengue virus 2/Homo sapiens/Haiti-1/2016, complete genome",DENV-2,,,2016,Homo sapiens,10724.0,True,,,legacy
KX372564.1,"Dengue virus type 2 strain QML16, complete genome",DENV-2,,,2015,Homo sapiens; Dengue patient,10723.0,True,,,legacy
KX274130.1,"Dengue virus type 2 strain QML22, complete genome",DENV-2,,,2015,Homo sapiens,10736.0,True,,,legacy
KU523872.1,"Dengue virus type 4 strain ID-CN27-15, complete genome",DENV-4,,,2015,Homo sapiens,10653.0,True,,,legacy
KU523871.1,"Dengue virus type 4 strain PH-CN08-14, complete genome",DENV-4,,,2014,Homo sapiens,10589.0,True,,,legacy
HQ541804.1,"Dengue virus 3 isolate DENV-3/NI/BID-V4770/2009, partial genome",DENV-3,,,2009,Homo sapiens,10264.0,False,,,legacy
HQ541803.1,"Dengue virus 3 isolate DENV-3/NI/BID-V4792/2009, partial genome",DENV-3,,,2009,Homo sapiens,8427.0,False,,,legacy
HQ541802.1,"Dengue virus 3 isolate DENV-3/NI/BID-V4741/2009, partial genome",DENV-3,,,2009,Homo sapiens,10229.0,False,,,legacy
HQ541800.1,"Dengue virus 2 isolate DENV-2/NI/BID-V4638/2005, partial genome",DENV-2,,,2005,Homo sapiens,8617.0,False,,,legacy
GQ199605.1,"Dengue virus 2 isolate DENV-2/NI/BID-V1725/2007, partial genome",DENV-2,,,2007,Homo sapiens,8585.0,False,,,legacy
FJ913016.1,"Dengue virus 2 isolate DENV-2/NI/BID-V1295/2007, partial genome",DENV-2,,,2007,Homo sapiens,8585.0,False,,,legacy
KU517847.1,"Dengue virus type 2 isolate PH-CN77-15, complete genome",DENV-2,,,2015,Homo sapiens,10723.0,True,,,legacy
KU517845.1,"Dengue virus type 2 isolate PG-CN10-13, complete genome",DENV-2,,,2013,Homo sapiens,10723.0,True,,,legacy
AY858048.2,"Dengue virus 3 strain TB55i, complete genome",DENV-3,,,,Homo sapiens,10707.0,True,,,legacy
AY858047.2,"Dengue virus 3 strain TB16, complete genome",DENV-3,,,,Homo sapiens,10688.0,True,,,legacy
AY858046.2,"Dengue virus 3 strain PI64, complete genome",DENV-3,,,,Homo sapiens,10707.0,True,,,legacy
AY858045.2,"Dengue virus 3 strain PH86, complete genome",DENV-3,,,,Homo sapiens,10707.0,True,,,legacy
AY858044.2,"Dengue virus 3 strain KJ71, complete genome",DENV-3,,,,Homo sapiens,10707.0,True,,,legacy
AY858043.2,"Dengue virus 3 strain KJ46, complete genome",DENV-3,,,,Homo sapiens,10706.0,True,,,legacy
AY858042.2,"Dengue virus 3 strain KJ30i, complete genome",DENV-3,,,,Homo sapiens,10707.0,True,,,legacy
AY858041.2,"Dengue virus 3 strain FW06, complete genome",DENV-3,,,,Homo sapiens,10707.0,True,,,legacy
AY858040.2,"Dengue virus 3 strain FW01, complete genome",DENV-3,,,,Homo sapiens,10706.0,True,,,legacy
AY858039.2,"Dengue virus 3 strain den3_98, complete genome",DENV-3,,,,Homo sapiens,10707.0,True,,,legacy
AY858038.2,"Dengue virus 3 strain den3_88, complete genome",DENV-3,,,,Homo sapiens,10707.0,True,,,legacy
AY858037.2,"Dengue virus 3 strain BA51, complete genome",DENV-3,,,,Homo sapiens,10707.0,True,,,legacy
KU948303.1,"Dengue virus type 2 isolate 2016_Singapore_NUH_MDC_DENV-2_variant, complete genome",DENV-2,,,2016,Homo sapiens,10707.0,True,,,legacy
KP188547.1,"Dengue virus 1 isolate DENV1 BR/SJRP/807/2013, complete genome",DENV-1,,,2013,Homo sapiens,10776.0,True,,,legacy
KP188545.1,"Dengue virus 1 isolate BR/SJRP/709/2013, complete genome",DENV-1,,,2013,Homo sapiens,10621.0,True,,,legacy
KP188569.1,"Dengue virus 2 isolate BR/SJRP/2298/2014, complete genome",DENV-2,,,2014,Homo sapiens,10420.0,True,,,legacy
KP188568.1,"Dengue virus 1 isolate BR/SJRP/2271/2014, complete genome",DENV-1,,,2014,Homo sapiens,10607.0,True,,,legacy
KP188567.1,"Dengue virus 1 isolate BR/SJRP/1107/2013, complete genome",DENV-1,,,2013,Homo sapiens,10618.0,True,,,legacy
KP188566.1,"Dengue virus 4 isolate BR/SJRP/850/2013, complete genome",DENV-4,,,2013,Homo sapiens,10426.0,True,,,legacy
KP188565.1,"Dengue virus 4 isolate BR/SJRP/733/2013, complete genome",DENV-4,,,2013,Homo sapiens,10355.0,True,,,legacy
KP188564.1,"Dengue virus 4 isolate BR/SJRP/614/2013, complete genome",DENV-4,,,2013,Homo sapiens,10618.0,True,,,legacy
KP188563.1,"Dengue virus 4 isolate BR/SJRP/610/2013, complete genome",DENV-4,,,2013,Homo sapiens,10654.0,True,,,legacy
KP188562.1,"Dengue virus 4 isolate BR/SJRP/580/2012, complete genome",DENV-4,,,2012,Homo sapiens,10649.0,True,,,legacy
KP188561.1,"Dengue virus 4 isolate BR/SJRP/556/2012, complete genome",DENV-4,,,2012,Homo sapiens,10438.0,True,,,legacy
KP188560.1,"Dengue virus 4 isolate BR/SJRP/514/2012, complete genome",DENV-4,,,2012,Homo sapiens,10576.0,True,,,legacy
KP188559.1,"Dengue virus 4 isolate BR/SJRP/506/2012, complete genome",DENV-4,,,2012,Homo sapiens,10372.0,True,,,legacy
KP188558.1,"Dengue virus 4 isolate BR/SJRP/505/2012, complete genome",DENV-4,,,2012,Homo sapiens,10572.0,True,,,legacy
KP188557.1,"Dengue virus 4 isolate BR/SJRP/500/2012, complete genome",DENV-4,,,2012,Homo sapiens,10425.0,True,,,legacy
KP188556.1,"Dengue virus 2 isolate BR/SJRP/869/2013, complete genome",DENV-2,,,2013,Homo sapiens,10526.0,True,,,legacy
KP188555.1,"Dengue virus 2 isolate BR/SJRP/846/2013, complete genome",DENV-2,,,2013,Homo sapiens,10657.0,True,,,legacy
KP188554.1,"Dengue virus 2 isolate BR/SJRP/779/2013, complete genome",DENV-2,,,2013,Homo sapiens,10699.0,True,,,legacy
KP188553.1,"Dengue virus 2 isolate BR/SJRP/615/2013, complete genome",DENV-2,,,2013,Homo sapiens,10403.0,True,,,legacy
KP188552.1,"Dengue virus 2 isolate BR/SJRP/572/2012, complete genome",DENV-2,,,2012,Homo sapiens,10527.0,True,,,legacy
KP188551.1,"Dengue virus 2 isolate BR/SJRP/567/2012, complete genome",DENV-2,,,2012,Homo sapiens,10603.0,True,,,legacy
KP188550.1,"Dengue virus 2 isolate BR/SJRP/350/2008, complete genome",DENV-2,,,2008,Homo sapiens,10708.0,True,,,legacy
KP188549.1,"Dengue virus 2 isolate BR/SJRP/327/2006, complete genome",DENV-2,,,2006,Homo sapiens,10783.0,True,,,legacy
KP188548.1,"Dengue virus 1 isolate BR/SJRP/885/2013, complete genome",DENV-1,,,2013,Homo sapiens,10647.0,True,,,legacy
KP188546.1,"Dengue virus 1 isolate DENV1 BR/SJRP/778/2013, complete genome",DENV-1,,,2013,Homo sapiens,10663.0,True,,,legacy
KP188544.1,"Dengue virus 1 isolate DENV1 BR/SJRP/509/2012, complete genome",DENV-1,,,2012,Homo sapiens,10917.0,True,,,legacy
KP188543.1,"Dengue virus 1 isolate DENV1 BR/SJRP/484/2012, complete genome",DENV-1,,,2012,Homo sapiens,10917.0,True,,,legacy
KP188542.1,"Dengue virus 1 isolate BR/SJRP/395/2011, complete genome",DENV-1,,,2011,Homo sapiens,10607.0,True,,,legacy
KP188541.1,"Dengue virus 1 isolate DENV1 BR/SJRP/354/2011, complete genome",DENV-1,,,2011,Homo sapiens,10490.0,True,,,legacy
KP188540.1,"Dengue virus 1 isolate DENV1 BR/SJRP/287/2011, complete genome",DENV-1,,,2011,Homo sapiens,10699.0,True,,,legacy
KP188539.1,"Dengue virus 1 isolate DENV1 BR/SJRP/17/2010, complete genome",DENV-1,,,2010,Homo sapiens,10416.0,True,,,legacy
KX458014.1,"Dengue virus type 1 isolate N46/DENV-1/M/GZ/2014, complete genome",DENV-1,,,2014,Homo sapiens,10735.0,True,,,legacy
KX458013.1,"Dengue virus type 1 isolate N5/DENV-1/M/GZ/2014, partial genome",DENV-1,,,2014,Homo sapiens,10636.0,False,,,legacy
KU513442.1,"Dengue virus type 4 isolate TVP/360, complete genome",DENV-4,,,,,10649.0,True,,,legacy
KU513441.1,"Dengue virus type 4 isolate LRV13/422, complete genome",DENV-4,,,2013,Homo sapiens,10650.0,True,,,legacy
KP723478.1,"Dengue virus 2 isolate DENV2/CN/GZ25/2014, complete genome",DENV-2,,,2014,Homo sapiens,10583.0,True,,,legacy
KP723476.1,"Dengue virus 1 isolate DENV1/CN/GZ35/2014, complete genome",DENV-1,,,2014,Homo sapiens,10628.0,True,,,legacy
KP723473.1,"Dengue virus 1 isolate DENV1/CN/GZ27/2014, complete genome",DENV-1,,,2014,Homo sapiens,10630.0,True,,,legacy
KP012546.1,"Dengue virus 2 isolate DENV2/CN/GZ05/2014, complete genome",DENV-2,,,2014,Homo sapiens,10723.0,True,,,legacy
KU725666.1,"Dengue virus type 3 strain PGMK30FRhL3, complete genome",DENV-3,,,,,10696.0,True,,,legacy
KU725665.1,"Dengue virus type 3 strain 16562, complete genome",DENV-3,,,,,10696.0,True,,,legacy
KU725664.1,"Dengue virus type 2 strain PDK53, complete genome",DENV-2,,,,,10723.0,True,,,legacy
KU725663.1,"Dengue virus type 2 strain 16681, complete genome",DENV-2,,,,,10723.0,True,,,legacy
KT726361.1,"Dengue virus type 3 isolate Cuba_20_2002, complete genome",DENV-3,,,2002,Homo sapiens,10663.0,True,,,legacy
KT726360.1,"Dengue virus type 3 isolate Cuba_73_2001, complete genome",DENV-3,,,2001,Homo sapiens,10663.0,True,,,legacy
KT726359.1,"Dengue virus type 3 isolate Cuba_558_2001, complete genome",DENV-3,,,2001,Homo sapiens,10663.0,True,,,legacy
KT726358.1,"Dengue virus type 3 isolate Cuba_547_2001, complete genome",DENV-3,,,2001,Homo sapiens,10663.0,True,,,legacy
KT726357.1,"Dengue virus type 3 isolate Cuba_546_2001, complete genome",DENV-3,,,2001,Homo sapiens,10663.0,True,,,legacy
KT726356.1,"Dengue virus type 3 isolate Cuba_523_2001, complete genome",DENV-3,,,2001,Homo sapiens,10663.0,True,,,legacy
KT726355.1,"Dengue virus type 3 isolate Cuba_513_2001, complete genome",DENV-3,,,2001,Homo sapiens,10663.0,True,,,legacy
KT726354.1,"Dengue virus type 3 isolate Cuba_504_2001, complete genome",DENV-3,,,2001,Homo sapiens,10663.0,True,,,legacy
KT726353.1,"Dengue virus type 3 isolate Cuba_492_2001, complete genome",DENV-3,,,2001,Homo sapiens,10663.0,True,,,legacy
KT726352.1,"Dengue virus type 3 isolate Cuba_463_2001, complete genome",DENV-3,,,2001,Homo sapiens,10663.0,True,,,legacy
KT726351.1,"Dengue virus type 3 isolate Cuba_568_2001, complete genome",DENV-3,,,2001,Homo sapiens,10663.0,True,,,legacy
KT726350.1,"Dengue virus type 3 isolate Cuba_26_2001, complete genome",DENV-3,,,2001,Homo sapiens,10663.0,True,,,legacy
KT726349.1,"Dengue virus type 3 isolate Cuba_15_2001, complete genome",DENV-3,,,2001,Homo sapiens,10663.0,True,,,legacy
KT726348.1,"Dengue virus type 3 isolate Cuba_21_2002, complete genome",DENV-3,,,2002,Homo sapiens,10663.0,True,,,legacy
KT726347.1,"Dengue virus type 3 isolate Cuba_17_2002, complete genome",DENV-3,,,2002,Homo sapiens,10663.0,True,,,legacy
KT726346.1,"Dengue virus type 3 isolate Cuba_16_2002, complete genome",DENV-3,,,2002,Homo sapiens,10663.0,True,,,legacy
KT726345.1,"Dengue virus type 3 isolate Cuba_11_2002, complete genome",DENV-3,,,2002,Homo sapiens,10663.0,True,,,legacy
KT726344.1,"Dengue virus type 3 isolate Cuba_580_2001, complete genome",DENV-3,,,2001,Homo sapiens,10663.0,True,,,legacy
KT726343.1,"Dengue virus type 3 isolate Cuba_557_2001, complete genome",DENV-3,,,2001,Homo sapiens,10663.0,True,,,legacy
KT726342.1,"Dengue virus type 3 isolate Cuba_553_2001, complete genome",DENV-3,,,2001,Homo sapiens,10663.0,True,,,legacy
KT726341.1,"Dengue virus type 3 isolate Cuba_167_2001, complete genome",DENV-3,,,2001,Homo sapiens,10663.0,True,,,legacy
KT726340.1,"Dengue virus type 3 isolate Cuba_118_2001, complete genome",DENV-3,,,2001,Homo sapiens,10663.0,True,,,legacy
KT831765.1,"Dengue virus type 1 isolate BO15/14, partial genome",DENV-1,,,2014,Homo sapiens,10674.0,False,,,legacy
KT794007.1,"Dengue virus type 4 isolate BR005AM_2011, complete genome",DENV-4,,,2011,Homo sapiens,10649.0,True,,,legacy
KJ755855.1,"Dengue virus 1 isolate NIV_K130706770_India, complete genome",DENV-1,,,2013,Homo sapiens,10727.0,True,,,legacy
KR919821.1,"Dengue virus isolate TSV08, complete genome",,,,2008,Homo sapiens,10735.0,True,,,legacy
KR919820.1,"Dengue virus isolate Brun2014, complete genome",,,,2014,Homo sapiens,10724.0,True,,,legacy
KM403636.1,"Dengue virus 1 isolate SGEHI(D1)03120Y13, complete genome",DENV-1,,,2013,Homo sapiens,10714.0,True,,,legacy
KM403635.1,"Dengue virus 1 isolate SGEHI(D1)40115Y13, complete genome",DENV-1,,,2013,Homo sapiens,10714.0,True,,,legacy
KM403634.1,"Dengue virus 1 isolate SGEHI(D1)22176Y13, complete genome",DENV-1,,,2013,Homo sapiens,10714.0,True,,,legacy
KM403633.1,"Dengue virus 1 isolate SGEHI(D1)09125Y13, complete genome",DENV-1,,,2013,Homo sapiens,10714.0,True,,,legacy
KM403632.1,"Dengue virus 1 isolate SGEHI(D1)51687Y13, complete genome",DENV-1,,,2013,Homo sapiens,10714.0,True,,,legacy
KM403631.1,"Dengue virus 1 isolate SGEHI(D1)50722Y13, complete genome",DENV-1,,,2013,Homo sapiens,10714.0,True,,,legacy
KM403630.1,"Dengue virus 1 isolate SGEHI(D1)22272Y13, complete genome",DENV-1,,,2013,Homo sapiens,10714.0,True,,,legacy
KM403629.1,"Dengue virus 1 isolate SGEHI(D1)12044Y13, complete genome",DENV-1,,,2013,Homo sapiens,10637.0,True,,,legacy
KM403628.1,"Dengue virus 1 isolate SGEHI(D1)10498Y13, complete genome",DENV-1,,,2013,Homo sapiens,10714.0,True,,,legacy
KM403627.1,"Dengue virus 1 isolate SGEHI(D1)03513Y13, complete genome",DENV-1,,,2013,Homo sapiens,10714.0,True,,,legacy
KM403626.1,"Dengue virus 1 isolate SGEHI(D1)50837Y13, complete genome",DENV-1,,,2013,Homo sapiens,10714.0,True,,,legacy
KM403625.1,"Dengue virus 1 isolate SGEHI(D1)50688Y13, complete genome",DENV-1,,,2013,Homo sapiens,10714.0,True,,,legacy
KM403624.1,"Dengue virus 1 isolate SGEHI(D1)46841Y13, complete genome",DENV-1,,,2013,Homo sapiens,10714.0,True,,,legacy
KM403623.1,"Dengue virus 1 isolate SGEHI(D1)43144Y13, complete genome",DENV-1,,,2013,Homo sapiens,10714.0,True,,,legacy
KM403622.1,"Dengue virus 1 isolate SGEHI(D1)41379Y13, complete genome",DENV-1,,,2013,Homo sapiens,10714.0,True,,,legacy
KM403621.1,"Dengue virus 1 isolate SGEHI(D1)40160Y13, complete genome",DENV-1,,,2013,Homo sapiens,10662.0,True,,,legacy
KM403620.1,"Dengue virus 1 isolate SGEHI(D1)35663Y13, complete genome",DENV-1,,,2013,Homo sapiens,10698.0,True,,,legacy
KM403619.1,"Dengue virus 1 isolate SGEHI(D1)23018Y13, complete genome",DENV-1,,,2013,Homo sapiens,10714.0,True,,,legacy
KM403618.1,"Dengue virus 1 isolate SGEHI(D1)10689Y13, complete genome",DENV-1,,,2013,Homo sapiens,10714.0,True,,,legacy
KM403617.1,"Dengue virus 1 isolate SGEHI(D1)38030Y13, complete genome",DENV-1,,,2013,Homo sapiens,10714.0,True,,,legacy
KM403616.1,"Dengue virus 1 isolate SGEHI(D1)28740Y13, complete genome",DENV-1,,,2013,Homo sapiens,10714.0,True,,,legacy
KM403615.1,"Dengue virus 1 isolate SGEHI(D1)36303Y13, complete genome",DENV-1,,,2013,Homo sapiens,10714.0,True,,,legacy
KM403614.1,"Dengue virus 1 isolate SGEHI(D1)23537Y13, complete genome",DENV-1,,,2013,Homo sapiens,10714.0,True,,,legacy
KM403613.1,"Dengue virus 1 isolate SGEHI(D1)48695Y13, complete genome",DENV-1,,,2013,Homo sapiens,10714.0,True,,,legacy
KM403612.1,"Dengue virus 1 isolate SGEHI(D1)22740Y13, complete genome",DENV-1,,,2013,Homo sapiens,10714.0,True,,,legacy
KM403611.1,"Dengue virus 1 isolate SGEHI(D1)21860Y13, complete genome",DENV-1,,,2013,Homo sapiens,10714.0,True,,,legacy
KM403610.1,"Dengue virus 1 isolate SGEHI(D1)21672Y13, complete genome",DENV-1,,,2013,Homo sapiens,10714.0,True,,,legacy
KM403609.1,"Dengue virus 1 isolate SGEHI(D1)21469Y13, complete genome",DENV-1,,,2013,Homo sapiens,10714.0,True,,,legacy
KM403608.1,"Dengue virus 1 isolate SGEHI(D1)19725Y13, complete genome",DENV-1,,,2013,Homo sapiens,10714.0,True,,,legacy
KM403607.1,"Dengue virus 1 isolate SGEHI(D1)18736Y13, complete genome",DENV-1,,,2013,Homo sapiens,10714.0,True,,,legacy
KM403606.1,"Dengue virus 1 isolate SGEHI(D1)16267Y13, complete genome",DENV-1,,,2013,Homo sapiens,10714.0,True,,,legacy
KM403605.1,"Dengue virus 1 isolate SGEHI(D1)16120Y13, complete genome",DENV-1,,,2013,Homo sapiens,10714.0,True,,,legacy
KM403604.1,"Dengue virus 1 isolate SGEHI(D1)15073Y13, complete genome",DENV-1,,,2013,Homo sapiens,10714.0,True,,,legacy
KM403603.1,"Dengue virus 1 isolate SGEHI(D1)13943Y13, complete genome",DENV-1,,,2013,Homo sapiens,10714.0,True,,,legacy
KM403602.1,"Dengue virus 1 isolate SGEHI(D1)45748Y13, complete genome",DENV-1,,,2013,Homo sapiens,10714.0,True,,,legacy
KM403601.1,"Dengue virus 1 isolate SGEHI(D1)26957Y13, complete genome",DENV-1,,,2013,Homo sapiens,10648.0,True,,,legacy
